Time	Open	High	Low	Close
2024.12.02 00:00:00	0.83008	0.83029	0.82694	0.82936
2024.12.03 00:00:00	0.82949	0.8312	0.82863	0.82905
2024.12.04 00:00:00	0.82919	0.83011	0.82684	0.82747
2024.12.05 00:00:00	0.82761	0.83003	0.82718	0.82944
2024.12.06 00:00:00	0.82957	0.83	0.82787	0.82929
2024.12.08 00:00:00	0.82782	0.82883	0.82769	0.82869
2024.12.09 00:00:00	0.82835	0.82852	0.82686	0.82767
2024.12.10 00:00:00	0.82781	0.82827	0.82385	0.82386
2024.12.11 00:00:00	0.82399	0.8251	0.82247	0.82278
2024.12.12 00:00:00	0.82291	0.82719	0.82267	0.82599
2024.12.13 00:00:00	0.82612	0.83214	0.82599	0.83213
2024.12.15 00:00:00	0.83049	0.83221	0.82992	0.83209
2024.12.16 00:00:00	0.83227	0.8327	0.82725	0.82869
2024.12.17 00:00:00	0.82871	0.82951	0.8249	0.8256
2024.12.18 00:00:00	0.8256	0.82774	0.82264	0.82356
2024.12.19 00:00:00	0.82357	0.82928	0.82218	0.82928
2024.12.20 00:00:00	0.82927	0.83122	0.82704	0.8298
2024.12.22 00:00:00	0.82924	0.8308	0.82924	0.82981
2024.12.23 00:00:00	0.82995	0.83117	0.8277	0.8301
2024.12.24 00:00:00	0.8301	0.83018	0.82745	0.82845
2024.12.25 00:00:00	0.82838	0.82908	0.82806	0.8288
2024.12.26 00:00:00	0.82898	0.83238	0.82867	0.83168
2024.12.27 00:00:00	0.83181	0.83279	0.82815	0.82871
2024.12.29 00:00:00	0.82813	0.82907	0.82792	0.82893
2024.12.30 00:00:00	0.82911	0.82986	0.82719	0.82906
2024.12.31 00:00:00	0.8292	0.8307	0.82624	0.8274
2025.01.01 00:00:00	0.82659	0.82759	0.8265	0.8265
2025.01.02 00:00:00	0.82668	0.83246	0.8266	0.8292
2025.01.03 00:00:00	0.82933	0.83026	0.82843	0.82978
2025.01.05 00:00:00	0.82874	0.82956	0.82817	0.82922
2025.01.06 00:00:00	0.82935	0.83168	0.82849	0.82981
2025.01.07 00:00:00	0.82994	0.83049	0.82834	0.82871
